reviewerID,productID,score
R5351,P2911,4
R5351,P4842,5
R5351,P1760,4
R5351,P4079,5
R5351,P4249,5
R5351,P4137,5
R5351,P540,5
R5351,P3916,5
R5351,P4797,5
R5351,P5007,5
R5351,P3607,5
R5351,P3853,3
R5351,P2562,4
R5351,P3718,5
R5352,P862,5
R5352,P1408,5
R5352,P3293,5
R5352,P159,5
R5352,P2854,5
R5353,P6283,4
R5353,P5362,5
R5353,P4406,5
R5353,P3404,4
R5353,P6246,4
R5353,P519,4
R5353,P807,5
R5353,P1551,5
R5354,P5813,5
R5354,P3075,5
R5354,P1610,5
R5354,P4707,5
R5354,P344,5
R5355,P4315,5
R5355,P2245,5
R5355,P2957,5
R5355,P5489,5
R5355,P4952,5
R5355,P2352,5
R5355,P3335,5
R5355,P5634,5
R5356,P5055,4
R5356,P5,1
R5356,P1147,4
R5356,P4122,5
R5356,P2817,4
R5356,P2698,2
R5357,P913,5
R5357,P4095,3
R5357,P3662,3
R5357,P6085,5
R5357,P916,3
R5357,P1492,3
R5357,P3120,4
R5358,P2055,5
R5358,P2516,5
R5358,P6293,5
R5358,P3157,5
R5358,P3902,4
R5358,P4899,5
R5359,P1218,5
R5359,P1749,5
R5359,P3898,4
R5359,P4349,5
R5359,P2365,5
R5360,P5048,5
R5360,P5879,5
R5360,P3842,5
R5360,P3214,5
R5360,P278,5
R5361,P1297,5
R5361,P1764,5
R5361,P4219,5
R5361,P617,5
R5361,P6083,5
R5362,P1886,2
R5362,P519,5
R5362,P5549,3
R5362,P3977,5
R5362,P2027,5
R5362,P745,5
R5362,P4350,5
R5362,P3926,3
R5362,P3805,5
R5362,P6398,5
R5362,P3386,5
R5362,P3308,5
R5362,P4336,5
R5363,P3437,5
R5363,P4675,5
R5363,P5393,5
R5363,P6158,5
R5363,P3762,5
R5363,P1331,5
R5364,P1276,3
R5364,P4683,3
R5364,P2957,4
R5364,P2669,4
R5364,P1823,3
R5365,P3404,5
R5365,P4182,5
R5365,P1099,5
R5365,P2359,5
R5365,P388,5
R5365,P3304,5
R5365,P6380,5
R5365,P1598,5
R5365,P774,5
R5365,P5381,5
R5365,P5887,5
R5365,P6262,5
R5365,P4691,5
R5366,P2362,5
R5366,P790,4
R5366,P4391,4
R5366,P2999,5
R5366,P6251,5
R5366,P4777,4
R5366,P4406,4
R5366,P3437,5
R5366,P5339,5
R5366,P1853,4
R5366,P6020,4
R5366,P3875,4
R5366,P5704,4
R5366,P276,4
R5366,P4007,4
R5366,P677,4
R5366,P4878,5
R5366,P5896,4
R5366,P556,5
R5366,P2420,5
R5366,P1314,5
R5366,P2731,5
R5366,P3434,4
R5366,P5297,5
R5366,P354,5
R5366,P3220,4
R5366,P3628,5
R5366,P3842,5
R5366,P2972,5
R5366,P467,5
R5366,P1884,4
R5366,P1457,4
R5366,P3898,4
R5366,P5070,3
R5366,P3602,4
R5366,P6285,5
R5366,P5389,4
R5366,P3704,3
R5366,P1065,5
R5366,P4285,5
R5366,P526,4
R5366,P5465,5
R5366,P5395,5
R5366,P6313,4
R5366,P3430,5
R5366,P4114,5
R5366,P134,5
R5366,P2210,4
R5366,P1834,5
R5366,P509,5
R5366,P2685,4
R5366,P165,5
R5366,P576,5
R5366,P3957,4
R5366,P4111,5
R5366,P5112,4
R5367,P5782,5
R5367,P2105,5
R5367,P3842,5
R5367,P5993,5
R5367,P42,5
R5368,P6364,5
R5368,P2423,5
R5368,P1375,5
R5368,P1150,2
R5368,P2743,5
R5369,P3035,3
R5369,P4981,5
R5369,P1390,5
R5369,P1210,5
R5369,P310,5
R5369,P4689,5
R5369,P4579,5
R5369,P2656,5
R5370,P2865,1
R5370,P6262,1
R5370,P4328,1
R5370,P3840,1
R5370,P529,1
R5370,P4213,1
R5370,P3981,1
R5370,P5695,1
R5370,P2942,1
R5370,P3294,1
R5370,P2964,1
R5370,P2691,1
R5370,P6090,1
R5370,P6104,1
R5370,P1052,5
R5370,P2342,1
R5370,P5486,1
R5370,P4659,5
R5370,P3926,1
R5370,P3527,5
R5370,P3984,1
R5370,P974,5
R5370,P6375,1
R5370,P5508,5
R5370,P6291,1
R5370,P2346,1
R5370,P1068,5
R5370,P4972,1
R5371,P4984,3
R5371,P4426,4
R5371,P2749,5
R5371,P4074,5
R5371,P2728,1
R5371,P3272,4
R5371,P4407,3
R5371,P1445,5
R5371,P2603,3
R5371,P4374,3
R5371,P2934,3
R5371,P1667,3
R5371,P5110,4
R5371,P3598,4
R5371,P310,4
R5371,P4668,5
R5371,P1507,2
R5371,P941,2
R5371,P737,5
R5371,P3218,5
R5371,P1853,2
R5371,P4492,5
R5371,P5105,4
R5372,P530,4
R5372,P6227,5
R5372,P2535,5
R5372,P5976,5
R5372,P6031,5
R5372,P2611,5
R5372,P1750,5
R5373,P52,5
R5373,P1099,4
R5373,P4163,2
R5373,P5588,3
R5373,P6272,4
R5373,P3791,1
R5374,P4016,5
R5374,P1560,5
R5374,P2664,5
R5374,P380,5
R5374,P6393,5
R5374,P237,5
R5374,P2432,5
R5375,P5649,5
R5375,P6174,5
R5375,P5216,5
R5375,P162,5
R5375,P4160,5
R5376,P3296,5
R5376,P531,5
R5376,P4778,4
R5376,P2053,4
R5376,P4842,4
R5377,P1772,5
R5377,P1773,3
R5377,P1205,4
R5377,P4674,4
R5377,P3342,4
R5377,P5649,5
R5377,P930,4
R5377,P3494,5
R5377,P266,4
R5377,P6275,4
R5377,P5264,3
R5377,P5659,4
R5377,P3373,5
R5377,P3742,4
R5377,P4023,4
R5377,P603,5
R5377,P1099,4
R5377,P2138,4
R5377,P5422,4
R5377,P1395,5
R5377,P5122,5
R5377,P38,5
R5378,P5357,4
R5378,P5327,4
R5378,P0,4
R5378,P1736,3
R5378,P786,4
R5379,P191,5
R5379,P118,5
R5379,P3988,5
R5379,P2330,5
R5379,P6161,5
R5380,P6387,5
R5380,P5166,5
R5380,P567,5
R5380,P3988,5
R5380,P3342,5
R5380,P1591,5
R5381,P4873,3
R5381,P148,5
R5381,P3997,2
R5381,P2764,5
R5381,P3078,5
R5381,P880,4
R5381,P961,4
R5381,P1328,3
R5381,P4637,3
R5381,P5084,5
R5381,P2552,5
R5381,P1321,4
R5381,P675,2
R5381,P4323,5
R5381,P182,3
R5381,P2889,3
R5381,P5695,3
R5381,P1889,5
R5381,P1821,5
R5381,P3308,3
R5382,P2000,3
R5382,P5026,5
R5382,P262,5
R5382,P6218,4
R5382,P2393,4
R5382,P3967,5
R5382,P806,3
R5382,P1788,5
R5382,P3263,5
R5383,P6283,4
R5383,P4343,5
R5383,P6177,5
R5383,P3362,4
R5383,P983,4
R5383,P303,5
R5383,P1987,5
R5383,P639,4
R5384,P3060,5
R5384,P945,5
R5384,P3734,5
R5384,P1233,5
R5384,P2142,5
R5384,P5393,5
R5385,P1547,5
R5385,P5503,5
R5385,P1067,5
R5385,P11,5
R5385,P3015,5
R5386,P3474,3
R5386,P2271,5
R5386,P2527,5
R5386,P6167,4
R5386,P2605,4
R5386,P3519,4
R5386,P249,5
R5386,P2685,3
R5386,P3485,5
R5386,P2562,4
R5386,P4508,4
R5386,P1000,5
R5386,P5757,4
R5386,P3461,4
R5386,P5640,4
R5386,P4712,5
R5386,P4740,3
R5386,P3813,5
R5386,P1952,5
R5386,P1367,5
R5386,P173,4
R5386,P5455,5
R5386,P4773,5
R5386,P1928,5
R5386,P5507,5
R5386,P1030,5
R5386,P1735,4
R5386,P5410,4
R5386,P4076,5
R5387,P5257,3
R5387,P4636,2
R5387,P3031,5
R5387,P3282,4
R5387,P91,4
R5387,P5140,3
R5387,P4373,3
R5387,P2246,5
R5387,P6210,4
R5387,P1492,4
R5387,P2759,4
R5387,P2670,3
R5387,P677,5
R5387,P346,5
R5387,P2227,4
R5387,P3010,2
R5387,P1861,3
R5387,P1844,3
R5387,P3256,5
R5387,P5217,3
R5387,P6264,4
R5387,P2251,4
R5387,P6060,4
R5387,P1832,3
R5387,P2323,3
R5387,P1557,3
R5387,P3047,3
R5387,P5243,5
R5387,P4791,3
R5387,P6263,2
R5387,P3375,2
R5387,P1959,4
R5387,P591,5
R5387,P4016,3
R5387,P325,3
R5387,P1540,3
R5387,P5115,3
R5387,P497,2
R5387,P5684,2
R5387,P4829,4
R5388,P5897,5
R5388,P3481,5
R5388,P4371,5
R5388,P5386,5
R5388,P1898,5
R5388,P2623,5
R5388,P1855,5
R5389,P2529,5
R5389,P5902,5
R5389,P2665,5
R5389,P4782,5
R5389,P5821,5
R5389,P2621,5
R5389,P1744,4
R5389,P4370,2
R5389,P412,5
R5389,P2280,5
R5390,P3385,5
R5390,P1750,5
R5390,P3024,5
R5390,P5708,5
R5390,P1000,5
R5390,P1424,5
R5390,P839,5
R5390,P2186,5
R5391,P5051,4
R5391,P1860,5
R5391,P6169,4
R5391,P576,4
R5391,P2006,4
R5392,P4411,5
R5392,P3718,4
R5392,P1487,5
R5392,P6163,5
R5392,P1703,4
R5392,P4069,4
R5392,P1723,5
R5392,P2317,4
R5392,P2959,5
R5393,P1067,5
R5393,P5225,5
R5393,P4055,5
R5393,P2005,5
R5393,P4558,5
R5393,P2634,5
R5393,P2728,5
R5393,P6146,5
R5393,P6205,5
R5393,P1734,5
R5393,P2246,5
R5393,P189,5
R5393,P5326,5
R5394,P4076,3
R5394,P2157,2
R5394,P2020,2
R5394,P1857,3
R5394,P3780,5
R5394,P4576,5
R5395,P855,5
R5395,P4366,4
R5395,P5181,4
R5395,P5694,4
R5395,P780,5
R5395,P3838,4
R5396,P4111,5
R5396,P996,4
R5396,P5982,5
R5396,P4938,4
R5396,P4528,5
R5396,P417,2
R5396,P1621,5
R5396,P2019,5
R5396,P1740,5
R5396,P5299,5
R5396,P5310,4
R5396,P3386,4
R5396,P4492,2
R5396,P4640,5
R5396,P488,5
R5396,P299,2
R5396,P3391,3
R5396,P1959,5
R5396,P897,3
R5396,P3165,5
R5396,P661,3
R5396,P5355,5
R5396,P129,5
R5396,P5339,5
R5396,P6154,5
R5396,P3176,4
R5396,P711,5
R5396,P6417,4
R5396,P3028,5
R5396,P2743,3
R5396,P869,5
R5396,P4467,4
R5396,P267,5
R5396,P5565,4
R5396,P808,5
R5396,P2381,5
R5396,P3460,4
R5396,P442,5
R5396,P2431,4
R5396,P3988,4
R5396,P922,3
R5396,P6199,4
R5396,P2654,4
R5396,P3177,4
R5396,P5791,5
R5396,P4270,4
R5396,P3612,5
R5396,P81,4
R5396,P6319,5
R5396,P5999,4
R5396,P5835,5
R5396,P1194,4
R5396,P60,4
R5396,P3469,5
R5396,P4118,3
R5396,P3133,3
R5396,P5727,2
R5396,P3602,3
R5396,P357,5
R5396,P4548,4
R5396,P4869,5
R5396,P1550,5
R5396,P2768,4
R5396,P3827,5
R5396,P5976,2
R5396,P5698,4
R5396,P2345,5
R5396,P793,5
R5396,P6289,4
R5396,P3447,5
R5396,P3246,4
R5396,P6033,4
R5396,P353,5
R5396,P2869,5
R5396,P5778,4
R5396,P4897,3
R5396,P1932,5
R5397,P392,5
R5397,P2905,5
R5397,P886,5
R5397,P934,5
R5397,P3751,5
R5398,P5077,3
R5398,P4732,1
R5398,P1333,3
R5398,P543,1
R5398,P3462,3
R5399,P1224,3
R5399,P5720,5
R5399,P788,4
R5399,P3886,3
R5399,P4514,5
R5399,P3889,4
R5400,P2504,5
R5400,P1145,5
R5400,P3379,5
R5400,P3432,4
R5400,P857,4
R5400,P4277,3
R5400,P703,5
R5400,P6215,5
R5400,P2242,5
R5400,P3257,5
R5400,P5835,5
R5400,P6083,3
R5400,P5264,5
R5400,P6092,3
R5400,P1089,5
R5400,P5975,5
R5400,P661,4
R5400,P6252,4
R5400,P5579,5
R5400,P5444,5
R5400,P5231,5
R5400,P3668,5
R5400,P4159,5
R5400,P4112,5
R5400,P1369,4
R5400,P3507,3
R5400,P3672,4
R5400,P677,5
R5400,P1539,4
R5400,P1872,5
R5400,P5530,5
R5400,P886,4
R5400,P3538,4
R5400,P6272,5
R5400,P2685,3
R5400,P4603,3
R5400,P3272,5
R5400,P1714,5
R5400,P284,5
R5401,P4433,5
R5401,P2146,5
R5401,P5885,5
R5401,P4065,5
R5401,P889,5
R5401,P1099,5
R5401,P3024,5
R5402,P5626,5
R5402,P133,4
R5402,P13,5
R5402,P3157,4
R5402,P5458,3
R5402,P2623,5
R5402,P4358,2
R5402,P1756,5
R5402,P6155,1
R5402,P5344,4
R5403,P428,4
R5403,P442,5
R5403,P2990,5
R5403,P3506,5
R5403,P1796,5
R5403,P2905,4
R5404,P1110,3
R5404,P1862,4
R5404,P4705,4
R5404,P6377,4
R5404,P1814,4
R5405,P1834,4
R5405,P5822,3
R5405,P1246,4
R5405,P540,4
R5405,P5251,5
R5405,P2251,4
R5405,P5951,4
R5405,P2553,5
R5405,P5404,5
R5405,P2224,4
R5405,P3457,3
R5406,P4333,5
R5406,P2595,5
R5406,P5567,5
R5406,P2642,5
R5406,P4657,5
R5406,P5926,5
R5407,P4343,1
R5407,P2535,1
R5407,P2289,1
R5407,P1750,1
R5407,P3956,1
R5407,P4116,1
R5408,P2183,4
R5408,P2661,4
R5408,P3014,4
R5408,P2714,5
R5408,P4338,4
R5409,P5100,5
R5409,P2314,4
R5409,P5789,5
R5409,P5877,5
R5409,P5307,5
R5410,P5701,5
R5410,P6398,5
R5410,P5877,5
R5410,P3422,5
R5410,P127,5
R5410,P5482,5
R5410,P3963,5
R5410,P4834,5
R5411,P1527,1
R5411,P938,1
R5411,P2396,5
R5411,P3301,5
R5411,P1276,5
R5411,P1375,5
R5411,P1457,5
R5411,P4385,5
R5412,P246,5
R5412,P2013,5
R5412,P5905,5
R5412,P3380,5
R5412,P3602,5
R5412,P1682,5
R5412,P6255,5
R5412,P5061,5
R5412,P6339,5
R5412,P3824,5
R5412,P3214,5
R5413,P5172,5
R5413,P2473,5
R5413,P359,4
R5413,P467,5
R5413,P5007,5
R5413,P1099,5
R5413,P474,5
R5413,P6130,5
R5414,P3063,5
R5414,P277,5
R5414,P2245,3
R5414,P60,3
R5414,P2776,3
R5414,P1179,4
R5415,P6038,5
R5415,P1946,5
R5415,P3233,5
R5415,P5477,5
R5415,P1154,5
R5415,P1094,5
R5415,P3816,5
R5415,P3132,5
R5415,P2520,4
R5416,P4051,5
R5416,P1117,5
R5416,P858,4
R5416,P2423,3
R5416,P6043,4
R5416,P3823,5
R5416,P2504,2
R5416,P3640,2
R5416,P912,3
R5416,P3462,5
R5416,P289,4
R5416,P3417,4
R5416,P1843,5
R5416,P5749,4
R5416,P6396,4
R5416,P5005,4
R5416,P940,4
R5416,P2371,5
R5416,P2033,4
R5416,P195,5
R5416,P3415,2
R5416,P3903,2
R5416,P3342,5
R5416,P5967,4
R5416,P369,2
R5416,P4522,4
R5416,P5594,3
R5416,P1068,3
R5416,P938,5
R5416,P4135,4
R5417,P4174,4
R5417,P3183,4
R5417,P1046,4
R5417,P5905,4
R5417,P3157,5
R5417,P6274,4
R5418,P1114,4
R5418,P2544,5
R5418,P4492,5
R5418,P4279,4
R5418,P5885,4
R5418,P4528,4
R5418,P2286,5
R5419,P450,4
R5419,P6364,4
R5419,P4672,2
R5419,P4493,4
R5419,P3607,4
R5420,P1243,5
R5420,P1306,4
R5420,P1029,4
R5420,P5216,4
R5420,P2300,4
R5421,P3543,5
R5421,P3649,5
R5421,P4026,5
R5421,P1276,5
R5421,P1243,5
R5421,P2369,1
R5422,P4027,3
R5422,P2842,3
R5422,P2182,5
R5422,P5504,3
R5422,P3859,3
R5422,P3309,4
R5422,P1093,4
R5422,P6216,3
R5422,P533,4
R5422,P2807,5
R5422,P5999,4
R5422,P1110,1
R5422,P1050,4
R5422,P4887,4
R5422,P3621,5
R5423,P788,4
R5423,P2929,4
R5423,P2061,5
R5423,P40,5
R5423,P4268,4
R5423,P4210,5
R5424,P4083,5
R5424,P1391,5
R5424,P5835,5
R5424,P2691,5
R5424,P2884,5
R5424,P1539,5
R5424,P4699,5
R5424,P641,5
R5425,P3957,5
R5425,P2951,5
R5425,P3607,1
R5425,P3482,5
R5425,P4494,5
R5425,P2817,5
R5425,P3875,5
R5425,P3425,5
R5425,P2384,5
R5425,P5989,5
R5425,P4350,5
R5425,P1619,5
R5425,P4238,5
R5425,P1534,1
R5425,P3097,5
R5425,P5987,5
R5425,P3380,5
R5425,P4543,5
R5425,P6293,5
R5426,P2375,4
R5426,P3751,5
R5426,P3432,5
R5426,P1648,5
R5426,P3384,5
R5427,P6315,4
R5427,P3117,5
R5427,P4068,4
R5427,P5366,5
R5427,P5910,5
R5427,P5521,5
R5428,P2080,4
R5428,P6148,5
R5428,P3510,3
R5428,P2913,2
R5428,P4788,4
R5428,P3029,5
R5428,P3110,2
R5428,P3554,5
R5428,P890,4
R5428,P4156,5
R5428,P3853,2
R5428,P201,5
R5428,P5515,2
R5428,P1140,5
R5428,P3756,5
R5428,P4371,2
R5428,P5191,5
R5428,P6406,3
R5428,P5813,5
R5428,P3668,4
R5428,P2118,5
R5428,P675,2
R5429,P3107,1
R5429,P4867,5
R5429,P2430,5
R5429,P5933,2
R5429,P3873,2
R5429,P1900,2
R5429,P1973,2
R5429,P2271,5
R5429,P4658,5
R5429,P4079,1
R5430,P1066,4
R5430,P3324,4
R5430,P5404,5
R5430,P851,4
R5430,P4990,5
R5431,P698,2
R5431,P896,4
R5431,P1255,4
R5431,P3560,4
R5431,P3612,5
R5431,P5760,5
R5431,P2473,5
R5431,P1908,5
R5431,P5035,2
R5431,P6222,4
R5432,P1133,1
R5432,P405,3
R5432,P2245,5
R5432,P4647,5
R5432,P5537,5
R5432,P6092,5
R5432,P660,5
R5432,P2229,5
R5432,P4140,5
R5432,P5013,1
R5432,P269,5
R5432,P5893,5
R5432,P5459,1
R5433,P4221,5
R5433,P5838,5
R5433,P2205,5
R5433,P5896,5
R5433,P5791,5
R5433,P406,5
R5433,P2702,5
R5433,P531,5
R5433,P2245,5
R5433,P3018,5
R5433,P765,5
R5433,P104,2
R5433,P5835,5
R5433,P4354,5
R5433,P1791,5
R5433,P1424,5
R5433,P1482,5
R5433,P2743,4
R5434,P18,4
R5434,P454,5
R5434,P3665,5
R5434,P502,5
R5434,P5608,5
R5434,P196,3
R5434,P33,5
R5434,P2290,5
R5434,P1497,5
R5434,P5470,4
R5434,P4563,4
R5434,P3695,5
R5434,P3301,5
R5434,P3822,5
R5434,P392,5
R5434,P2584,5
R5434,P5290,5
R5434,P854,5
R5434,P632,5
R5434,P2958,5
R5434,P3078,5
R5434,P4738,5
R5435,P456,5
R5435,P1210,4
R5435,P4940,5
R5435,P5095,4
R5435,P432,4
R5435,P2750,4
R5435,P3220,4
R5436,P2314,3
R5436,P2222,1
R5436,P444,5
R5436,P5053,2
R5436,P2495,5
R5436,P1506,1
R5436,P816,1
R5436,P4844,4
R5436,P5219,5
R5436,P4842,5
R5436,P285,1
R5436,P1067,1
R5436,P5454,3
R5436,P6267,5
R5436,P5972,5
R5437,P3255,5
R5437,P6202,4
R5437,P5961,5
R5437,P2436,4
R5437,P838,5
R5437,P1276,5
R5437,P2286,5
R5437,P6419,5
R5438,P1542,2
R5438,P5608,1
R5438,P601,4
R5438,P4675,3
R5438,P2137,4
R5438,P5309,4
R5438,P5927,4
R5438,P4691,4
R5438,P6092,3
R5438,P2105,4
R5438,P2256,4
R5438,P5759,4
R5438,P682,4
R5439,P2237,5
R5439,P1959,5
R5439,P6385,5
R5439,P1520,5
R5439,P5187,5
R5439,P5720,5
R5439,P5434,5
R5439,P449,5
R5439,P193,5
R5440,P1404,5
R5440,P312,5
R5440,P3527,5
R5440,P3694,5
R5440,P335,5
R5440,P3177,1
R5440,P6362,5
R5440,P5839,5
R5440,P417,5
R5440,P1903,5
R5441,P5296,5
R5441,P3610,5
R5441,P4419,5
R5441,P5219,5
R5441,P2311,5
R5442,P3265,2
R5442,P1698,3
R5442,P5514,5
R5442,P6094,5
R5442,P5229,2
R5442,P1926,3
R5442,P2247,5
R5442,P3342,3
R5442,P6069,2
R5442,P191,4
R5442,P1529,5
R5442,P3790,1
R5442,P589,5
R5443,P2621,5
R5443,P1698,5
R5443,P117,5
R5443,P847,5
R5443,P375,5
R5443,P3862,5
R5443,P5199,5
R5444,P3649,4
R5444,P5924,4
R5444,P4016,4
R5444,P4833,4
R5444,P4405,4
R5444,P5248,4
R5444,P1419,3
R5444,P6094,5
R5444,P4787,4
R5445,P1402,5
R5445,P3447,5
R5445,P2205,5
R5445,P4613,5
R5445,P2960,5
R5445,P2146,5
R5445,P5779,5
R5445,P326,5
R5445,P3404,5
R5446,P5108,3
R5446,P3067,3
R5446,P6079,3
R5446,P5145,3
R5446,P1750,5
R5446,P4022,5
R5446,P204,5
R5446,P5623,4
R5446,P4593,1
R5446,P289,1
R5446,P1627,3
R5446,P5630,3
R5446,P4228,3
R5446,P5708,5
R5446,P1082,5
R5446,P3671,3
R5446,P4975,3
R5446,P3463,3
R5446,P6065,4
R5446,P5172,5
R5446,P5132,3
R5446,P110,5
R5446,P4480,4
R5446,P1939,5
R5446,P5205,4
R5446,P6224,3
R5446,P1746,5
R5446,P2607,5
R5446,P2644,5
R5446,P1952,5
R5446,P3384,5
R5446,P2314,5
R5446,P4521,5
R5446,P1099,5
R5446,P5880,1
R5446,P4296,5
R5446,P3786,5
R5446,P5878,5
R5446,P842,5
R5446,P2717,4
R5446,P3967,5
R5446,P5927,4
R5446,P2529,4
R5446,P851,5
R5446,P2211,5
R5446,P2957,5
R5447,P1313,5
R5447,P1853,5
R5447,P780,5
R5447,P4086,5
R5447,P4364,5
R5448,P325,3
R5448,P3447,4
R5448,P5944,1
R5448,P1823,2
R5448,P4821,2
R5448,P5899,1
R5448,P3861,4
R5449,P3619,5
R5449,P2409,5
R5449,P3406,3
R5449,P2553,5
R5449,P4182,5
R5449,P5495,5
R5449,P894,3
R5449,P3447,5
R5449,P5252,5
R5449,P699,5
R5450,P5597,4
R5450,P5356,3
R5450,P5567,5
R5450,P4397,2
R5450,P5334,5
R5450,P5196,2
R5450,P6227,2
R5450,P4219,4
R5451,P4391,5
R5451,P4016,4
R5451,P2716,5
R5451,P5219,5
R5451,P6106,4
R5451,P3557,5
R5451,P1005,5
R5451,P1369,5
R5452,P3751,5
R5452,P3731,5
R5452,P923,5
R5452,P2666,5
R5452,P3722,5
R5453,P1056,5
R5453,P1099,5
R5453,P3909,5
R5453,P938,5
R5453,P5463,5
R5454,P4080,4
R5454,P2095,5
R5454,P1179,5
R5454,P6268,5
R5454,P2197,5
R5454,P4283,5
R5454,P4401,5
R5454,P5914,5
R5454,P484,5
R5454,P4136,5
R5454,P5975,5
R5454,P1304,4
R5454,P4189,5
R5454,P4476,5
R5454,P207,5
R5454,P5191,4
R5454,P4492,5
R5454,P5260,5
R5454,P1243,5
R5454,P2771,4
R5455,P3097,4
R5455,P776,5
R5455,P1035,2
R5455,P6037,2
R5455,P95,2
R5456,P2095,5
R5456,P5732,5
R5456,P3799,5
R5456,P4764,5
R5456,P5514,5
R5456,P6375,5
R5456,P2899,5
R5456,P5629,5
R5456,P2609,5
R5456,P2194,5
R5457,P983,4
R5457,P2601,5
R5457,P1750,4
R5457,P54,5
R5457,P2489,4
R5458,P5486,4
R5458,P2812,5
R5458,P1210,4
R5458,P4151,5
R5458,P2628,5
R5458,P4322,5
R5458,P4728,2
R5458,P6342,2
R5458,P278,5
R5459,P5608,5
R5459,P1552,5
R5459,P5252,5
R5459,P3063,2
R5459,P2318,5
R5459,P6000,5
R5459,P83,5
R5460,P3282,5
R5460,P5445,5
R5460,P190,5
R5460,P2024,5
R5460,P1689,5
R5460,P1747,5
R5460,P6070,5
R5460,P4407,5
R5461,P4423,5
R5461,P4723,5
R5461,P3110,5
R5461,P1816,5
R5461,P5708,5
R5461,P890,5
R5461,P3485,5
R5461,P5380,5
R5461,P2535,5
R5461,P4547,5
R5461,P5743,4
R5461,P1951,5
R5461,P3617,5
R5462,P5506,5
R5462,P5661,4
R5462,P1736,5
R5462,P677,4
R5462,P4185,4
R5462,P759,5
R5463,P2636,5
R5463,P2733,5
R5463,P5955,5
R5463,P4933,4
R5463,P2030,4
R5463,P1919,5
R5463,P5762,5
R5463,P4201,5
R5464,P2127,5
R5464,P1517,3
R5464,P4805,5
R5464,P3135,4
R5464,P6094,3
R5464,P5091,5
R5464,P5362,5
R5464,P5420,5
R5464,P195,5
R5464,P4307,5
R5464,P4938,5
R5464,P3306,4
R5464,P5410,5
R5464,P2810,5
R5464,P2462,4
R5464,P3640,4
R5464,P1808,5
R5464,P1992,4
R5464,P1803,5
R5464,P1757,4
R5464,P1475,5
R5464,P4225,5
R5465,P4956,5
R5465,P5380,5
R5465,P4418,5
R5465,P5722,5
R5465,P105,5
R5466,P1367,5
R5466,P1933,4
R5466,P1010,5
R5466,P611,5
R5466,P2946,4
R5466,P692,5
R5467,P1553,5
R5467,P690,5
R5467,P2967,5
R5467,P3579,4
R5467,P3342,5
R5467,P5087,4
R5467,P1816,4
R5467,P6037,4
R5468,P323,5
R5468,P3435,5
R5468,P2584,5
R5468,P6106,5
R5468,P1457,5
R5468,P2342,5
R5468,P4178,5
R5468,P5487,5
R5469,P2725,5
R5469,P3029,2
R5469,P5242,5
R5469,P2544,5
R5469,P1566,5
R5469,P1041,5
R5469,P3824,5
R5469,P2154,5
R5469,P531,5
R5469,P266,5
R5469,P1781,5
R5469,P5606,5
R5469,P5847,5
R5469,P502,5
R5469,P1569,5
R5469,P1369,5
R5469,P3459,5
R5469,P1393,5
R5469,P4213,5
R5469,P1682,5
R5469,P4597,5
R5469,P201,5
R5469,P6245,2
R5470,P4462,5
R5470,P504,4
R5470,P1407,2
R5470,P5685,4
R5470,P1788,5
R5470,P1139,4
R5470,P1749,5
R5470,P5774,3
R5470,P1647,4
R5470,P3824,5
R5470,P2313,4
R5470,P4137,2
R5470,P3972,3
R5470,P4328,4
R5470,P4051,5
R5470,P5032,5
R5470,P5004,5
R5470,P922,4
R5470,P5694,5
R5470,P58,5
R5470,P5917,4
R5470,P4280,4
R5470,P1570,4
R5470,P405,4
R5470,P3190,4
R5470,P5088,4
R5470,P2714,5
R5470,P5541,4
R5470,P319,4
R5470,P5503,5
R5470,P3380,5
R5470,P2064,5
R5470,P4522,4
R5470,P5760,5
R5470,P661,5
R5470,P3963,5
R5470,P5902,3
R5470,P4944,5
R5470,P4243,5
R5470,P2552,5
R5470,P5262,5
R5470,P4742,5
R5470,P5393,4
R5470,P4958,4
R5470,P1942,5
R5470,P4029,5
R5470,P1058,3
R5470,P1936,4
R5470,P4842,5
R5470,P6302,5
R5470,P4919,5
R5470,P374,3
R5470,P6204,5
R5470,P1025,5
R5470,P572,5
R5470,P1917,5
R5470,P2622,5
R5470,P3859,5
R5470,P4782,5
R5470,P4673,4
R5470,P5543,5
R5470,P4518,4
R5470,P4580,5
R5470,P4422,5
R5470,P6340,5
R5470,P2713,5
R5470,P6156,4
R5470,P324,5
R5470,P2470,5
R5470,P3289,5
R5470,P1482,5
R5470,P4163,4
R5470,P5927,2
R5470,P6362,3
R5470,P2462,5
R5470,P2046,5
R5470,P3782,4
R5470,P5788,4
R5470,P2384,5
R5470,P2067,3
R5470,P1736,4
R5470,P1951,4
R5470,P2964,5
R5470,P2553,4
R5470,P52,5
R5470,P5308,4
R5470,P5105,5
R5470,P5963,5
R5470,P4492,4
R5470,P992,5
R5470,P5704,4
R5470,P674,5
R5470,P6092,3
R5470,P4111,5
R5470,P1810,5
R5470,P5521,5
R5470,P4249,5
R5470,P4616,5
R5470,P5084,5
R5470,P5330,5
R5470,P5205,5
R5470,P1283,5
R5470,P4182,5
R5470,P1054,4
R5470,P1131,4
R5470,P3177,5
R5470,P2667,4
R5470,P4718,5
R5470,P5307,5
R5471,P369,3
R5471,P591,3
R5471,P424,3
